level_0,index,Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,BRAIN_N01_neg m/z,BRAIN_N01_neg RT mean,BRAIN_N01_neg Normalized Area,BRAIN_N50_neg m/z,BRAIN_N50_neg RT mean,BRAIN_N50_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM,Ratio_N50/N01,[M-H]-,[M+HCOO]-
667,667,,0.39,7.37,850.6566,11.37 - 11.57,1,1100.0,-,-,0.0,850.6566,11.51,2210.0,00:01.0,0.0,2210.0,00:01.0,11.51,,,#DIV/0!,[],[]
668,668,,0.34,5.54,902.5033,10.54 - 10.72,1,1100.0,-,-,0.0,902.5033,10.61,2170.0,00:01.0,0.0,2170.0,00:01.0,10.61,,,#DIV/0!,[],[]
669,669,,0.37,5.7,671.4625,7.25 - 7.46,1,1100.0,-,-,0.0,671.4625,7.35,2140.0,00:01.0,0.0,2140.0,00:01.0,7.35,,,#DIV/0!,['Phosphatidate (34:2)'],[]
670,670,,0.35,5.43,818.514,6.96 - 7.13,1,1100.0,-,-,0.0,818.514,7.01,2290.0,00:01.0,0.0,2290.0,00:01.0,7.01,,,#DIV/0!,[],['Phosphatidylserine (35:2)']
671,671,,0.37,6.1,941.4863,6.56 - 6.72,1,1100.0,-,-,0.0,941.4863,6.63,2200.0,00:01.0,0.0,2200.0,00:01.0,6.63,,,#DIV/0!,[],[]
672,672,,0.39,7.06,994.6083,6.15 - 6.30,1,1100.0,-,-,0.0,994.6083,6.2,2270.0,00:01.0,0.0,2270.0,00:01.0,6.2,,,#DIV/0!,['Sulfodihexosyl ceramide (d38:2)'],[]
673,673,,0.33,5.35,944.4816,4.30 - 5.03,1,1100.0,-,-,0.0,944.4816,4.62,2230.0,00:01.0,0.0,2230.0,00:01.0,4.62,,,#DIV/0!,[],[]
674,674,,0.36,5.62,892.4873,4.19 - 4.73,1,1100.0,-,-,0.0,892.4873,4.41,2300.0,00:01.0,0.0,2300.0,00:01.0,4.41,,,#DIV/0!,[],[]
675,675,,0.4,7.31,402.1614,3.64 - 4.82,1,1100.0,-,-,0.0,402.1614,3.68,2230.0,00:01.0,0.0,2230.0,00:01.0,3.68,,,#DIV/0!,[],[]
676,676,,0.42,8.77,670.0271,3.23 - 3.41,1,1100.0,-,-,0.0,670.0271,3.29,2240.0,00:01.0,0.0,2240.0,00:01.0,3.29,,,#DIV/0!,[],[]
677,677,,0.42,9.38,507.121,2.40 - 2.91,1,1100.0,-,-,0.0,507.121,2.59,2290.0,00:01.0,0.0,2290.0,00:01.0,2.59,,,#DIV/0!,[],[]
678,678,,0.4,6.97,619.2876,1.00 - 1.36,1,1100.0,-,-,0.0,619.2876,1.25,2160.0,00:01.0,0.0,2160.0,00:01.0,1.25,,,#DIV/0!,['Lysophosphatidylinositol (20:4)'],['Phosphatidylglycerol (22:4)' 'Bismonoacylglycerolphosphate (22:4)']
679,679,,0.41,7.36,296.1137,0.81 - 1.31,1,1100.0,-,-,0.0,296.1137,1.24,2180.0,00:01.0,0.0,2180.0,00:01.0,1.24,,,#DIV/0!,[],[]
680,680,,0.93,8.65,728.5575,10.63 - 11.54,1,2300000.0,728.5582,11.21,92700.0,728.5568,11.17,4600000.0,1.00:49.66,92700.0,4600000.0,1.00:49.66,11.19,,,49.62,['Phosphatidylcholine (O-33:2)' 'Phosphatidylethanolamine (O-36:2)'],[]
681,681,,0.91,8.65,804.5734,7.84 - 9.05,1,6900000.0,804.574,8.63,274000.0,804.5728,8.6,13500000.0,1.00:49.13,274000.0,13500000.0,1.00:49.13,8.61,,,49.27,['Phosphatidylserine (37:0)'],['Phosphatidylcholine (34:1)' 'Phosphatidylethanolamine (37:1)']
682,682,,0.91,8.65,700.5265,9.01 - 10.14,1,3500000.0,700.5268,9.78,145000.0,700.5262,9.76,6770000.0,1.00:46.77,145000.0,6770000.0,1.00:46.77,9.77,,,46.69,['Phosphatidylcholine (O-31:2)' 'Phosphatidylethanolamine (O-34:2)'],[]
683,683,,0.92,8.65,726.5421,9.17 - 10.32,1,6100000.0,726.5427,9.93,255000.0,726.5414,9.89,11900000.0,1.00:46.44,255000.0,11900000.0,1.00:46.44,9.91,,,46.67,['Phosphatidylcholine (O-33:3)' 'Phosphatidylethanolamine (O-36:3)'],[]
684,684,,0.92,8.65,832.6048,9.43 - 10.56,1,3300000.0,832.6057,10.1,143000.0,832.6039,10.05,6550000.0,1.00:45.99,143000.0,6550000.0,1.00:45.99,10.08,,,45.80,['Phosphatidylserine (39:0)'],['Phosphatidylcholine (36:1)' 'Phosphatidylethanolamine (39:1)']
685,685,,0.61,5.63,886.5159,9.93 - 10.36,1,21000.0,886.5171,10.04,4600.0,886.5148,10.09,36800.0,1.00:7.99,4600.0,36800.0,1.00:7.99,10.06,,,8.00,[],[]
686,686,,0.58,5.72,904.4872,9.13 - 9.93,1,21000.0,904.4892,9.77,4720.0,904.4852,9.59,36300.0,1.00:7.69,4720.0,36300.0,1.00:7.69,9.68,,,7.69,[],[]
687,687,,0.62,5.76,1076.5231,7.87 - 8.79,1,22000.0,1076.5225,8.64,5140.0,1076.5238,8.23,38600.0,1.00:7.51,5140.0,38600.0,1.00:7.51,8.43,,,7.51,[],[]
688,688,,0.52,6.38,958.5505,10.01 - 10.50,1,6100.0,958.5519,10.1,1490.0,958.5491,10.09,10700.0,1.00:7.16,1490.0,10700.0,1.00:7.16,10.1,,,7.18,[],['Sulfodihexosyl ceramide (d32:1)']
689,689,,0.61,5.22,803.1945,5.62 - 5.99,1,25000.0,803.1958,5.75,6240.0,803.1932,5.74,44600.0,1.00:7.16,6240.0,44600.0,1.00:7.16,5.74,,,7.15,[],[]
690,690,,0.52,6.48,998.5069,7.84 - 8.76,1,12000.0,998.5086,8.67,3030.0,998.5051,8.06,21600.0,1.00:7.12,3030.0,21600.0,1.00:7.12,8.37,,,7.13,[],[]
691,691,,0.52,6.27,872.4947,8.80 - 9.01,1,3700.0,872.4955,8.97,943.0,872.4939,8.97,6360.0,1.00:6.74,943.0,6360.0,1.00:6.74,8.97,,,6.74,[],[]
692,692,,0.62,4.98,970.4987,9.05 - 9.47,1,13000.0,970.4999,9.37,3280.0,970.4976,9.34,21900.0,1.00:6.68,3280.0,21900.0,1.00:6.68,9.36,,,6.68,[],[]
693,693,,0.6,4.82,846.4998,8.80 - 9.22,1,16000.0,846.5014,8.95,4390.0,846.4982,8.93,28200.0,1.00:6.43,4390.0,28200.0,1.00:6.43,8.94,,,6.42,[],['Sulfohexosyl ceramide (d36:4)']
694,694,,0.64,5.14,946.4979,8.72 - 9.34,1,42000.0,946.499,8.94,12700.0,946.4968,8.93,71600.0,1.00:5.64,12700.0,71600.0,1.00:5.64,8.93,,,5.64,[],[]
695,695,,0.6,4.17,954.5038,9.84 - 10.24,1,8300.0,954.5052,10.04,2610.0,954.5023,10.05,14000.0,1.00:5.37,2610.0,14000.0,1.00:5.37,10.04,,,5.36,[],[]
696,696,,0.56,4.98,507.8742,15.77 - 19.28,1,9100.0,507.8745,18,2880.0,507.874,15.94,15200.0,1.00:5.29,2880.0,15200.0,1.00:5.29,16.97,,,5.28,[],[]
697,697,,0.51,5.09,444.0859,2.20 - 4.17,1,11000.0,444.0862,3.78,3670.0,444.0856,3.79,19000.0,1.00:5.17,3670.0,19000.0,1.00:5.17,3.79,,,5.18,[],[]
698,698,,0.54,4.24,442.0889,2.12 - 4.25,1,14000.0,442.089,3.78,4550.0,442.0888,3.78,22800.0,1.00:5.01,4550.0,22800.0,1.00:5.01,3.78,,,5.01,[],[]
699,699,,0.32,2.65,1002.7685,19.32 - 20.29,1,3300.0,1002.7645,19.37,1120.0,1002.7725,20.22,5510.0,1.00:4.92,1120.0,5510.0,1.00:4.92,19.8,,,4.92,[],['Phosphatidylserine (O-49:1)' 'Hexosyl ceramide (t52:6)']
700,700,,0.51,4.95,892.7958,19.96 - 20.28,1,2400.0,892.7969,19.98,812.0,892.7947,20.17,3970.0,1.00:4.90,812.0,3970.0,1.00:4.90,20.07,,,4.89,[],[]
701,701,,0.36,2.67,789.7898,13.51 - 15.37,1,2400.0,789.7916,13.52,811.0,789.788,14.33,3890.0,1.00:4.80,811.0,3890.0,1.00:4.80,13.93,,,4.80,[],[]
702,702,,0.5,4.92,574.7829,18.14 - 19.88,1,7900.0,574.7826,19.48,2740.0,574.7831,19.19,13100.0,1.00:4.77,2740.0,13100.0,1.00:4.77,19.33,,,4.78,[],[]
703,703,,0.56,4.27,994.4969,8.84 - 9.16,1,6900.0,994.4988,9.12,2480.0,994.4949,9.05,11300.0,1.00:4.56,2480.0,11300.0,1.00:4.56,9.09,,,4.56,[],[]
704,704,,0.63,3.9,1104.5537,9.97 - 10.32,1,5600.0,1104.5538,10.08,2080.0,1104.5536,10.14,9080.0,1.00:4.36,2080.0,9080.0,1.00:4.36,10.11,,,4.37,[],[]
705,705,,0.35,2.42,793.8608,17.47 - 18.21,1,2000.0,793.8613,18.14,741.0,793.8602,17.82,3230.0,1.00:4.36,741.0,3230.0,1.00:4.36,17.98,,,4.36,[],[]
706,706,,0.43,3.75,407.869,18.02 - 18.58,1,1100.0,407.8691,18.04,416.0,407.869,18.46,1810.0,1.00:4.36,416.0,1810.0,1.00:4.36,18.25,,,4.35,[],[]
707,707,,0.41,3.23,451.851,12.97 - 18.11,1,17000.0,451.851,13.73,6460.0,451.8509,13.11,28000.0,1.00:4.33,6460.0,28000.0,1.00:4.33,13.42,,,4.33,[],[]
708,708,,0.48,4.39,426.8484,20.52 - 21.62,1,2500.0,426.8483,21.03,924.0,426.8485,21.21,4000.0,1.00:4.33,924.0,4000.0,1.00:4.33,21.12,,,4.33,[],[]
709,709,,0.51,4.31,383.8645,1.69 - 5.68,1,3800.0,383.8646,2.32,1430.0,383.8644,2.9,6160.0,1.00:4.32,1430.0,6160.0,1.00:4.32,2.61,,,4.31,[],[]
710,710,,0.45,3.54,1144.506,7.87 - 8.77,1,6100.0,1144.5103,8.65,2310.0,1144.5018,7.98,9810.0,1.00:4.24,2310.0,9810.0,1.00:4.24,8.31,,,4.25,[],[]
711,711,,0.55,3.69,596.8393,16.36 - 20.23,1,6900.0,596.8398,18.81,2770.0,596.8387,16.52,11000.0,1.00:3.98,2770.0,11000.0,1.00:3.98,17.66,,,3.97,[],[]
712,712,,0.45,3.26,474.878,14.54 - 16.31,1,5300.0,474.8784,15.87,2160.0,474.8777,15.14,8360.0,1.00:3.87,2160.0,8360.0,1.00:3.87,15.51,,,3.87,[],[]
713,713,,0.53,3.53,688.839,14.81 - 16.03,1,3500.0,688.8395,15.4,1430.0,688.8384,15.28,5520.0,1.00:3.87,1430.0,5520.0,1.00:3.87,15.34,,,3.86,[],[]
714,714,,0.77,3.14,930.5044,9.76 - 10.17,1,20000.0,930.5048,9.92,8440.0,930.504,9.89,31000.0,1.00:3.67,8440.0,31000.0,1.00:3.67,9.9,,,3.67,[],['Sulfodihexosyl ceramide (d30:1)']
715,715,,0.44,2.96,799.1385,4.64 - 4.79,1,1300.0,799.14,4.71,564.0,799.137,4.7,2020.0,1.00:3.59,564.0,2020.0,1.00:3.59,4.7,,,3.58,[],[]
716,716,,0.53,3.08,612.8621,19.63 - 20.17,1,2100.0,612.8627,19.79,955.0,612.8616,20.09,3220.0,1.00:3.37,955.0,3220.0,1.00:3.37,19.94,,,3.37,[],[]
717,717,,0.41,2.51,450.8342,17.06 - 20.09,1,12000.0,450.834,19.36,5380.0,450.8344,17.29,18100.0,1.00:3.37,5380.0,18100.0,1.00:3.37,18.33,,,3.36,[],[]
718,718,,0.56,3.13,609.555,10.58 - 11.62,1,16000.0,609.5556,11.15,7630.0,609.5543,11.13,25100.0,1.00:3.29,7630.0,25100.0,1.00:3.29,11.14,,,3.29,['Diacylglycerol (35:0)' 'Sterol ester (42:1)'],[]
719,719,,0.51,3.26,856.7626,19.45 - 20.15,1,12000.0,856.7625,19.87,5590.0,856.7628,19.72,18200.0,1.00:3.25,5590.0,18200.0,1.00:3.25,19.8,,,3.26,[],[]
720,720,,0.41,2.42,536.8224,20.24 - 21.79,1,1700.0,536.8219,21.62,809.0,536.8228,20.84,2630.0,1.00:3.25,809.0,2630.0,1.00:3.25,21.23,,,3.25,[],[]
721,721,,0.51,3.22,655.8135,14.51 - 15.72,1,2200.0,655.8129,15.27,1040.0,655.8142,15.04,3310.0,1.00:3.20,1040.0,3310.0,1.00:3.20,15.16,,,3.18,[],[]
722,722,,0.42,2.4,586.8086,17.48 - 20.11,1,17000.0,586.8084,19.34,8340.0,586.8088,17.85,24700.0,1.00:2.96,8340.0,24700.0,1.00:2.96,18.6,,,2.96,[],[]
723,723,,0.38,1.95,934.7855,15.24 - 15.83,1,1500.0,934.7889,15.59,733.0,934.782,15.52,2170.0,1.00:2.96,733.0,2170.0,1.00:2.96,15.56,,,2.96,[],[]
724,724,,0.5,2.93,664.8241,13.71 - 18.50,1,8000.0,664.8234,14,4100.0,664.8249,14.03,11800.0,1.00:2.89,4100.0,11800.0,1.00:2.89,14.02,,,2.88,[],[]
725,725,,0.56,2.71,877.2133,6.88 - 7.20,1,9500.0,877.2135,6.97,4960.0,877.213,6.97,14100.0,1.00:2.84,4960.0,14100.0,1.00:2.84,6.97,,,2.84,[],[]
726,726,,0.48,2.58,474.8524,18.40 - 18.91,1,1200.0,474.8525,18.88,634.0,474.8522,18.58,1790.0,1.00:2.82,634.0,1790.0,1.00:2.82,18.73,,,2.82,[],[]
727,727,,0.51,2.9,664.826,14.93 - 18.50,1,7200.0,664.8258,15.51,3800.0,664.8263,15.11,10700.0,1.00:2.81,3800.0,10700.0,1.00:2.81,15.31,,,2.82,[],[]
728,728,,0.59,2.35,585.9803,2.34 - 2.96,1,3500.0,585.9803,2.62,1860.0,585.9802,2.51,5190.0,1.00:2.79,1860.0,5190.0,1.00:2.79,2.57,,,2.79,[],[]
729,729,,0.52,2.68,744.0466,3.88 - 4.02,1,1200.0,744.0476,3.92,656.0,744.0456,3.92,1820.0,1.00:2.77,656.0,1820.0,1.00:2.77,3.92,,,2.77,[],[]
730,730,,0.4,1.93,416.8941,19.89 - 20.10,1,1200.0,416.8947,20.04,646.0,416.8936,19.99,1760.0,1.00:2.73,646.0,1760.0,1.00:2.73,20.02,,,2.72,[],[]
731,731,,0.35,1.54,620.8505,17.29 - 18.28,1,1900.0,620.849,18.25,1010.0,620.852,17.53,2730.0,1.00:2.70,1010.0,2730.0,1.00:2.70,17.89,,,2.70,[],[]
732,732,,0.59,2.23,642.7706,18.88 - 19.62,1,6100.0,642.7708,19.17,3330.0,642.7705,19.09,8970.0,1.00:2.69,3330.0,8970.0,1.00:2.69,19.13,,,2.69,[],[]
733,733,,0.5,2.66,651.1034,3.16 - 3.42,1,1900.0,651.1044,3.28,1050.0,651.1024,3.29,2730.0,1.00:2.60,1050.0,2730.0,1.00:2.60,3.28,,,2.60,[],[]
734,734,,0.56,2.26,406.8648,18.21 - 18.94,1,1300.0,406.8649,18.81,757.0,406.8647,18.5,1880.0,1.00:2.48,757.0,1880.0,1.00:2.48,18.65,,,2.48,[],[]
735,735,,0.51,2.45,552.8676,17.42 - 20.14,1,6200.0,552.868,18.87,3560.0,552.8673,17.48,8840.0,1.00:2.49,3560.0,8840.0,1.00:2.49,18.17,,,2.48,[],[]
736,736,,0.4,1.67,500.8531,20.79 - 22.00,1,4400.0,500.8526,21.34,2530.0,500.8536,21.49,6260.0,1.00:2.48,2530.0,6260.0,1.00:2.48,21.41,,,2.47,[],[]
737,737,,0.54,2.0,444.8171,0.31 - 3.90,1,5900.0,444.8171,1.07,3470.0,444.8171,1.0,8390.0,1.00:2.42,3470.0,8390.0,1.00:2.42,1.04,,,2.42,[],[]
738,738,,0.64,2.16,607.4559,9.26 - 14.43,1,280000.0,607.4568,9.41,165000.0,607.455,9.43,393000.0,1.00:2.38,165000.0,393000.0,1.00:2.38,9.42,,,2.38,[],['Diacylglycerol (32:3)']
739,739,,0.42,2.02,844.7993,14.20 - 15.99,1,2500.0,844.8012,15.94,1460.0,844.7975,15.23,3470.0,1.00:2.38,1460.0,3470.0,1.00:2.38,15.59,,,2.38,[],[]
740,740,,0.45,2.08,546.8379,1.36 - 3.85,1,2800.0,546.8376,1.46,1700.0,546.8381,1.57,3990.0,1.00:2.34,1700.0,3990.0,1.00:2.34,1.52,,,2.35,[],[]
741,741,,0.46,2.06,654.7952,18.13 - 20.12,1,13000.0,654.7947,19.19,8050.0,654.7958,18.68,18700.0,1.00:2.32,8050.0,18700.0,1.00:2.32,18.93,,,2.32,[],[]
742,742,,0.61,1.82,725.1214,3.87 - 4.05,1,1700.0,725.1214,3.92,1040.0,725.1215,3.93,2390.0,1.00:2.31,1040.0,2390.0,1.00:2.31,3.93,,,2.30,[],[]
743,743,,0.42,1.82,710.8223,12.69 - 13.28,1,1200.0,710.8231,12.75,739.0,710.8214,13.17,1690.0,1.00:2.28,739.0,1690.0,1.00:2.28,12.96,,,2.29,[],[]
744,744,,0.39,1.47,616.3671,5.49 - 6.36,1,1400.0,616.3665,6.22,874.0,616.3678,5.74,1980.0,1.00:2.26,874.0,1980.0,1.00:2.26,5.98,,,2.27,[],['Lysophosphatidylcholine (22:4)']
745,745,,0.48,2.1,710.7584,19.27 - 19.71,1,1300.0,710.7583,19.65,802.0,710.7585,19.39,1810.0,1.00:2.25,802.0,1810.0,1.00:2.25,19.52,,,2.26,[],[]
746,746,,0.34,1.23,725.876,17.66 - 18.43,1,1100.0,725.8745,17.7,693.0,725.8776,18.02,1550.0,1.00:2.23,693.0,1550.0,1.00:2.23,17.86,,,2.24,[],[]
747,747,,0.59,1.76,736.0156,3.86 - 4.07,1,2600.0,736.0162,3.94,1630.0,736.015,3.92,3630.0,1.00:2.23,1630.0,3630.0,1.00:2.23,3.93,,,2.23,[],[]
748,748,,0.35,1.2,662.8303,2.37 - 6.34,1,1800.0,662.8324,2.56,1090.0,662.8281,2.46,2420.0,1.00:2.23,1090.0,2420.0,1.00:2.23,2.51,,,2.22,[],[]
749,749,,0.57,1.92,456.1303,3.05 - 4.88,1,5000.0,456.1306,4.54,3150.0,456.13,4.54,6840.0,1.00:2.17,3150.0,6840.0,1.00:2.17,4.54,,,2.17,[],[]
750,750,,0.43,1.72,961.6036,4.88 - 5.23,1,3800.0,961.6053,5.06,2400.0,961.6018,5.06,5190.0,1.00:2.16,2400.0,5190.0,1.00:2.16,5.06,,,2.16,['Phosphatidylglycerophosphate (44:4)'],['Phosphatidylinositol (40:3)' 'Dihexosyldiacylglycerol (34:2)']
751,751,,0.36,1.14,452.8485,13.75 - 14.59,1,1300.0,452.8487,14.16,821.0,452.8483,13.84,1740.0,1.00:2.12,821.0,1740.0,1.00:2.12,14.0,,,2.12,[],[]
752,752,,0.47,1.83,620.8533,15.74 - 17.81,1,2200.0,620.8531,17.68,1410.0,620.8535,15.94,2980.0,1.00:2.11,1410.0,2980.0,1.00:2.11,16.81,,,2.11,[],[]
753,753,,0.54,1.69,473.2806,16.62 - 19.17,1,7200.0,473.2809,18.44,4600.0,473.2803,18.58,9720.0,1.00:2.11,4600.0,9720.0,1.00:2.11,18.51,,,2.11,[],[]
754,754,,0.62,1.6,659.9986,3.14 - 3.45,1,3700.0,659.9987,3.3,2410.0,659.9985,3.29,5040.0,1.00:2.10,2410.0,5040.0,1.00:2.10,3.29,,,2.09,[],[]
755,755,,0.51,1.91,866.7964,13.74 - 14.69,1,3100.0,866.7953,13.89,1980.0,866.7976,14.06,4130.0,1.00:2.09,1980.0,4130.0,1.00:2.09,13.97,,,2.09,[],[]
756,756,,0.56,1.84,587.9771,2.15 - 2.86,1,2500.0,587.9771,2.5,1640.0,587.9772,2.51,3410.0,1.00:2.08,1640.0,3410.0,1.00:2.08,2.5,,,2.08,[],[]
757,757,,0.55,1.67,729.1768,4.63 - 4.86,1,9200.0,729.1777,4.7,5970.0,729.176,4.71,12400.0,1.00:2.08,5970.0,12400.0,1.00:2.08,4.7,,,2.08,[],[]
758,758,,0.24,1.01,652.799,13.00 - 20.15,1,95000.0,652.7993,19.33,61700.0,652.7987,18.0,128000.0,1.00:2.07,61700.0,128000.0,1.00:2.07,18.66,,,2.07,[],[]
759,759,,0.32,1.05,876.8202,15.28 - 16.14,1,2300.0,876.8178,15.86,1480.0,876.8225,15.41,3050.0,1.00:2.06,1480.0,3050.0,1.00:2.06,15.64,,,2.06,[],[]
760,760,,0.44,1.51,474.8774,2.91 - 6.02,1,6900.0,474.8775,3.09,4520.0,474.8773,3.6,9240.0,1.00:2.04,4520.0,9240.0,1.00:2.04,3.34,,,2.04,[],[]
761,761,,0.65,1.7,581.1392,3.14 - 3.51,1,5400.0,581.1395,3.29,3580.0,581.1389,3.28,7140.0,1.00:1.99,3580.0,7140.0,1.00:1.99,3.29,,,1.99,['Phosphatidylinositol monophosphate (10:0)'],[]
762,762,,0.62,1.44,661.9965,3.11 - 3.45,1,3400.0,661.9969,3.3,2280.0,661.996,3.29,4440.0,1.00:1.94,2280.0,4440.0,1.00:1.94,3.29,,,1.95,[],[]
763,763,,0.52,1.63,778.745,19.60 - 20.07,1,3000.0,778.7452,19.78,2080.0,778.7448,19.83,3980.0,1.00:1.92,2080.0,3980.0,1.00:1.92,19.81,,,1.91,[],[]
764,764,,0.5,1.68,664.8257,14.35 - 18.50,1,6000.0,664.825,14.48,4160.0,664.8265,14.65,7860.0,1.00:1.89,4160.0,7860.0,1.00:1.89,14.57,,,1.89,[],[]
765,765,,0.51,1.62,688.8384,15.83 - 18.25,1,2300.0,688.8389,18.03,1590.0,688.838,16.06,2990.0,1.00:1.89,1590.0,2990.0,1.00:1.89,17.04,,,1.88,[],[]
766,766,,0.46,1.43,1221.7827,18.13 - 18.80,1,3300.0,1221.7808,18.55,2300.0,1221.7847,18.35,4320.0,1.00:1.88,2300.0,4320.0,1.00:1.88,18.45,,,1.88,['Ganglioside GM3 (d39:1)'],[]
767,767,,0.45,1.36,543.8437,18.16 - 18.98,1,2800.0,543.8434,18.57,1920.0,543.844,18.67,3600.0,1.00:1.87,1920.0,3600.0,1.00:1.87,18.62,,,1.88,[],[]
768,768,,0.53,1.44,302.8459,3.22 - 5.10,1,1100.0,302.8463,3.43,785.0,302.8455,3.57,1470.0,1.00:1.88,785.0,1470.0,1.00:1.88,3.5,,,1.87,[],[]
769,769,,0.47,1.46,586.8105,13.55 - 14.30,1,1800.0,586.811,13.62,1250.0,586.8099,13.75,2330.0,1.00:1.85,1250.0,2330.0,1.00:1.85,13.69,,,1.86,[],[]
770,770,,0.59,1.33,710.757,19.44 - 20.09,1,5500.0,710.7566,19.84,3870.0,710.7574,19.68,7200.0,1.00:1.86,3870.0,7200.0,1.00:1.86,19.76,,,1.86,[],[]
771,771,,0.52,1.49,261.0734,16.05 - 18.58,1,4100.0,261.0733,18.21,2900.0,261.0734,17.47,5350.0,1.00:1.84,2900.0,5350.0,1.00:1.84,17.84,,,1.84,[],[]
772,772,,0.59,1.3,876.8164,19.02 - 20.28,1,18000.0,876.8176,19.77,12500.0,876.8152,19.34,23000.0,1.00:1.85,12500.0,23000.0,1.00:1.85,19.56,,,1.84,[],[]
773,773,,0.52,1.54,348.9075,14.30 - 16.16,1,1600.0,348.9073,14.45,1100.0,348.9076,14.62,2010.0,1.00:1.83,1100.0,2010.0,1.00:1.83,14.54,,,1.83,[],[]
774,774,,0.47,1.36,552.8661,17.83 - 20.14,1,2000.0,552.8663,18.04,1450.0,552.866,17.9,2600.0,1.00:1.79,1450.0,2600.0,1.00:1.79,17.97,,,1.79,[],[]
775,775,,0.55,1.3,810.0332,4.65 - 4.79,1,2400.0,810.034,4.71,1690.0,810.0323,4.71,3010.0,1.00:1.78,1690.0,3010.0,1.00:1.78,4.71,,,1.78,[],[]
776,776,,0.51,1.44,720.7919,2.62 - 4.68,1,2200.0,720.7912,2.7,1590.0,720.7927,2.8,2830.0,1.00:1.78,1590.0,2830.0,1.00:1.78,2.75,,,1.78,[],[]
777,777,,0.51,1.39,474.8779,6.18 - 7.17,1,1600.0,474.8785,6.98,1140.0,474.8773,6.49,2020.0,1.00:1.77,1140.0,2020.0,1.00:1.77,6.74,,,1.77,[],[]
778,778,,0.57,1.25,708.8071,19.25 - 20.10,1,3500.0,708.8069,19.69,2590.0,708.8072,19.36,4450.0,1.00:1.72,2590.0,4450.0,1.00:1.72,19.52,,,1.72,[],[]
779,779,,0.51,1.28,553.872,19.13 - 20.15,1,3400.0,553.8728,20.01,2480.0,553.8712,19.61,4260.0,1.00:1.72,2480.0,4260.0,1.00:1.72,19.81,,,1.72,[],[]
780,780,,0.49,1.23,361.8719,1.82 - 5.66,1,3500.0,361.8716,2.04,2590.0,361.8722,2.09,4440.0,1.00:1.71,2590.0,4440.0,1.00:1.71,2.06,,,1.71,[],[]
781,781,,0.53,1.16,808.0362,4.65 - 4.78,1,2100.0,808.0371,4.71,1570.0,808.0353,4.71,2670.0,1.00:1.70,1570.0,2670.0,1.00:1.70,4.71,,,1.70,[],[]
782,782,,0.47,1.17,688.8419,12.99 - 14.07,1,3100.0,688.8427,13.15,2330.0,688.8411,13.53,3950.0,1.00:1.70,2330.0,3950.0,1.00:1.70,13.34,,,1.70,[],[]
783,783,,0.58,1.08,521.99,1.04 - 2.68,1,3800.0,521.9902,1.85,2890.0,521.9899,1.92,4720.0,1.00:1.63,2890.0,4720.0,1.00:1.63,1.89,,,1.63,[],[]
784,784,,0.45,0.98,746.7993,14.95 - 15.49,1,1100.0,746.7992,15.41,832.0,746.7994,15.19,1350.0,1.00:1.62,832.0,1350.0,1.00:1.62,15.3,,,1.62,[],[]
785,785,,0.41,0.89,824.8144,19.51 - 20.30,1,3000.0,824.8118,19.62,2320.0,824.817,19.83,3710.0,1.00:1.60,2320.0,3710.0,1.00:1.60,19.73,,,1.60,[],[]
786,786,,0.45,0.94,740.8441,12.22 - 17.91,1,79000.0,740.8444,12.61,61700.0,740.8438,12.91,96300.0,1.00:1.56,61700.0,96300.0,1.00:1.56,12.76,,,1.56,[],[]
787,787,,0.5,1.08,680.8483,19.51 - 20.24,1,4300.0,680.8473,19.71,3340.0,680.8494,19.57,5210.0,1.00:1.56,3340.0,5210.0,1.00:1.56,19.64,,,1.56,[],[]
788,788,,0.5,1.15,576.7809,18.58 - 19.79,1,4400.0,576.7812,19.33,3420.0,576.7805,18.8,5330.0,1.00:1.56,3420.0,5330.0,1.00:1.56,19.06,,,1.56,[],[]
789,789,,0.3,0.63,746.7962,19.46 - 20.34,1,1900.0,746.7981,20.23,1470.0,746.7943,19.64,2290.0,1.00:1.56,1470.0,2290.0,1.00:1.56,19.93,,,1.56,[],[]
790,790,,0.56,0.96,824.8095,20.14 - 20.30,1,2500.0,824.8108,20.22,1980.0,824.8082,20.21,3020.0,1.00:1.52,1980.0,3020.0,1.00:1.52,20.21,,,1.53,[],[]
791,791,,0.49,0.92,383.1886,3.27 - 4.78,1,4200.0,383.1889,4.54,3340.0,383.1883,4.54,5040.0,1.00:1.51,3340.0,5040.0,1.00:1.51,4.54,,,1.51,[],[]
792,792,,0.51,0.95,664.8246,18.53 - 19.76,1,5900.0,664.8241,18.97,4710.0,664.8251,18.94,7100.0,1.00:1.51,4710.0,7100.0,1.00:1.51,18.96,,,1.51,[],[]
793,793,,0.47,0.87,610.8275,4.11 - 5.21,1,1300.0,610.8284,4.27,1080.0,610.8267,5.11,1620.0,1.00:1.50,1080.0,1620.0,1.00:1.50,4.69,,,1.50,[],[]
794,794,,0.45,0.83,1170.7593,20.14 - 20.25,1,1600.0,1170.7576,20.21,1320.0,1170.761,20.18,1970.0,1.00:1.49,1320.0,1970.0,1.00:1.49,20.2,,,1.49,[],[]
