"LTPProtein	ProteinDomain	FullIdentityOfLipid	Lipid	Screen	Intensity	Adduct	TotalCarbonChainLength	TotalCarbonChainUnsaturations	IonMode	mz	MeanOfRetentionTime	MinimumOfRetentionTime	MaximumOfRetentionTime	LipidAmbiguity	LikelySubclass";;;;
"SCP2D1	scp2	[M+H]+: Lysophosphatidylcholine (20:3)";"Phosphatidylcholine (O-20:3)	PC(O-20:3)/LPC(20:3)	in vitro	25000	[M+H]+	20	3	pos	546.3556	2	1.58	2.11	Lyso-PC";" PC-O	LPC";;
"SCP2D1	scp2	[M+Na]+: Lysophosphatidylethanolamine (18:1)";"Phosphatidylethanolamine (O-18:1)	PE(O-18:1)/LPE(18:1)	in vitro	20000	[M+Na]+	18	1	pos	502.2903	2.35	1.14	2.46	Lyso-PE";" PE-O	LPE";;
"SCP2D1	scp2	[M-H]-: Lysophosphatidylethanolamine (18:1) => (18:1)	LPE(18:1)	in vitro	400000	[M-H]-	18	1	neg	478.2939	2.33	1.53	2.45	Lyso-PE	LPE";;;;
"SCP2D1	scp2	[M-H]-: octadecenoate => (18:1)	FA(18:1)	in vitro	380000	[M-H]-	18	1	neg	281.2482	3.82	3.28	4.54	FA	FA";;;;
"SCP2D1	scp2	[M-H]-: Lysophosphatidylethanolamine (17:1) => (17:1)	LPE(17:1)	in vitro	340000	[M-H]-	17	1	neg	464.2778	2.01	0.15	2.13	Lyso-PE	LPE";;;;
"SCP2D1	scp2	[M-H]-: Lysophosphatidylglycerol (19:1) => (19:1)	LPG(19:1)	in vitro	320000	[M-H]-	19	1	neg	523.3039	2.42	1.95	2.64	Lyso-PG	LPG";;;;
"SCP2D1	scp2	[M-H]-:  Lysophosphatidylethanolamine (19:1) => (19:1)	LPE(19:1)	in vitro	150000	[M-H]-	19	1	neg	492.3095	2.88	2.1	2.98	Lyso-PE	LPE";;;;
"SCP2D1	scp2	[M-H]-: Lysophosphatidylglycerol (18:1)	LPG(18:1)	in vitro	140000	[M-H]-	18	1	neg	509.2881	1.96	0.11	2.15	Lyso-PG	LPG";;;;
"SCP2D1	scp2	[M-H]-: Bismonoacylglycerolphosphate (36:2)";"Phosphatidylglycerol (36:2) => (18:1/18:1)	PG/BMP(36:2)	in vitro	140000	[M-H]-	36	2	neg	773.5346	7.98	7.38	8.44	BMP";" PG	PG/BMP";;
"SCP2D1	scp2	[M-H]-: Phosphatidylglycerol (34:2)";"Bismonoacylglycerolphosphate (34:2) => (16:1/18:1)	PG/BMP(34:2)	in vitro	100000	[M-H]-	34	2	neg	745.5037	6.8	6.06	7.21	PG";" BMP	PG/BMP";;
"SCP2D1	scp2	[M-H]-: Phosphatidylethanolamine (33:1) =>(17:1/16:0)	PE(33:1)	in vitro	93000	[M-H]-	33	1	neg	702.5088	8.64	8.31	8.93	PE	PE";;;;
"SCP2D1	scp2	[M-H]-: Phosphatidylglycerol (34:1)";"Bismonoacylglycerolphosphate (34:1) => (18:1/16:0)	PG/BMP(34:1)	in vitro	76000	[M-H]-	34	1	neg	747.519	7.86	7.37	8.13	PG";" BMP	PG/BMP";;
"SCP2D1	scp2	[M-H]-: Bismonoacylglycerolphosphate (33:1)";"Phosphatidylglycerol (33:1) => (17:1/16:0)	PG/BMP(33:1)	in vitro	75000	[M-H]-	33	1	neg	733.5029	7.43	6.76	7.67	BMP";" PG	PG/BMP";;
"SCP2D1	scp2	[M-H]-: Phosphatidylethanolamine (34:2) => (16:1/18:1)	PE(34:2)	in vitro	70000	[M-H]-	34	2	neg	714.5087	7.93	7.57	8.44	PE	PE";;;;
"SCP2D1	scp2	[M-H]-: Phosphatidylethanolamine (35:2) => (17:1/18:1)	PE(35:2)	in vitro	65000	[M-H]-	35	2	neg	728.5246	8.78	8.45	9.07	PE	PE";;;;
"SCP2D1	scp2	[M-H]-: Phosphatidylethanolamine (36:2) => (18:1/18:1)	PE(36:2)	in vitro	56000	[M-H]-	36	2	neg	742.5401	9.25	8.95	9.81	PE	PE";;;;
"SCP2D1	scp2	[M-H]-: Lysophosphatidylglycerol (17:1) => (17:1)	LPG(17:1)	in vitro	51000	[M-H]-	17	1	neg	495.2727	1.68	0.11	1.82	Lyso-PG	LPG";;;;
"SCP2D1	scp2	[M-H]-: Phosphatidylethanolamine (32:1) => (16:1/16:0)	PE(32:1)	in vitro	46000	[M-H]-	32	1	neg	688.493	7.8	7.39	8.11	PE	PE";;;;
"SCP2D1	scp2	[M-H]-: Phosphatidylglycerol (32:1)";"Bismonoacylglycerolphosphate (32:1) => (16:1/16:0)	PG/BMP(32:1)	in vitro	44000	[M-H]-	32	1	neg	719.4874	6.68	5.9	6.92	PG";" BMP	PG/BMP";;
"SCP2D1	scp2	[M-H]-: Phosphatidylglycerol (35:1)";"Bismonoacylglycerolphosphate (35:1) => (19:1/16:0)	PG/BMP(35:1)	in vitro	25000	[M-H]-	35	1	neg	761.5344	8.71	8.19	8.96	PG";" BMP	PG/BMP";;
"SCP2D1	scp2	[M-H]-: eicosatetraenoate => (20:4)	FA(20:4)	in vitro	15000	[M-H]-	20	4	neg	303.233	3.2	2.6	3.33	FA	FA";;;;
"SCP2D1	scp2	[M+HCOO]-: Lysophosphatidylcholine (18:1) => (18:1)	LPC(18:1)	in vitro	15000	[M+HCOO]-	18	1	neg	566.3464	2.28	1.53	2.45	Lyso-PC	LPC";;;;
"SCP2D1	scp2	[M-H]-: Lysophosphatidylethanolamine (18:0) => (18:0)	LPE(18:0)	in vitro	14000	[M-H]-	18	0	neg	480.3094	3.07	2.48	3.18	Lyso-PE	LPE";;;;
"SCP2D1	scp2	[M+HCOO]-: Lysophosphatidylcholine (18:0) => (18:0)	LPC(18:0)	in vitro	12000	[M+HCOO]-	18	0	neg	568.3616	2.97	2.28	3.1	Lyso-PC	LPC";;;;
"SEC14L4	CRAL-TRIO	[M-H]-: octadecenoate => (18:1)	FA(18:1)	in vitro	150000	[M-H]-	18	1	neg	281.2485	3.82	3.49	4.6	FA	FA";;;;
"SEC14L4	CRAL-TRIO	[M-H]-: heptadecenoate => (17:1)	FA(17:1)	in vitro	64000	[M-H]-	17	1	neg	267.2329	3.54	3.27	3.68	FA	FA";;;;
"SEC14L4	CRAL-TRIO	[M-H]-: hexadecenoate => (16:1)	FA(16:1)	in vitro	34000	[M-H]-	16	1	neg	253.2171	3.05	2.68	3.21	FA	FA";;;;
"SEC14L5	CRAL-TRIO	[M-H]-: Phosphatidylethanolamine (31:1) => (17:1/14:0)	PE(31:1)	in vitro	90000	[M-H]-	31	1	neg	674.4755	7.1	6.62	7.38	PE	PE";;;;
"SEC14L5	CRAL-TRIO	[M-H]-: Lysophosphatidylethanolamine (17:1) => (17:1)	LPE(17:1)	in vitro	32000	[M-H]-	17	1	neg	464.2784	1.95	0.87	2.83	Lyso-PE	LPE";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (36:2)	PC(36:2)	in vitro	350000000	[M+H]+	36	2	pos	786.5993	8.97	7.91	10.55	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (34:1)	PC(34:1)	in vitro	6300000	[M+H]+	34	1	pos	760.5848	8.76	8.48	9.33	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (38:4)	PC(38:4)	in vitro	5800000	[M+H]+	38	4	pos	810.5977	9.1	8.87	9.44	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (38:5)	PC(38:5)	in vitro	4200000	[M+H]+	38	5	pos	808.5837	7.8	7.23	9.51	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (40:5)	PC(40:5)	in vitro	3600000	[M+H]+	40	5	pos	836.6143	9.21	8.9	9.58	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (34:2)	PC(34:2)	in vitro	3300000	[M+H]+	34	2	pos	758.5693	7.74	7.16	9.38	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (36:1)	PC(36:1)	in vitro	3100000	[M+H]+	36	1	pos	788.617	10.22	9.96	10.81	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (36:3)	PC(36:3)	in vitro	2800000	[M+H]+	36	3	pos	784.5846	8.09	7.49	8.83	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (36:4)	PC(36:4)	in vitro	2600000	[M+H]+	36	4	pos	782.5688	7.66	7.29	7.99	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (38:4)	PC(38:4)	in vitro	2500000	[M+H]+	38	4	pos	810.6	8.67	8.06	9.63	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (38:3)	PC(38:3)	in vitro	2400000	[M+H]+	38	3	pos	812.6145	9.63	9.13	10.15	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (40:4)	PC(40:4)	in vitro	1800000	[M+H]+	40	4	pos	838.633	10.13	9.07	10.54	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (40:6)	PC(40:6)	in vitro	1200000	[M+H]+	40	6	pos	834.5992	8.83	8.56	9.13	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (38:6)	PC(38:6)	in vitro	1100000	[M+H]+	38	6	pos	806.5693	7.4	7.07	7.73	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (40:6)	PC(40:6)	in vitro	920000	[M+H]+	40	6	pos	834.5998	8.17	7.15	9.79	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (32:1)	PC(32:1)	in vitro	770000	[M+H]+	32	1	pos	732.5534	7.39	7.15	8.37	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (36:4)	PC(36:4)	in vitro	610000	[M+H]+	36	4	pos	782.5695	6.95	6.55	8.56	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (40:7)	PC(40:7)	in vitro	490000	[M+H]+	40	7	pos	832.5846	7.55	6.62	8.02	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (40:5)	PC(40:5)	in vitro	450000	[M+H]+	40	5	pos	836.616	9.68	9.51	10.05	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (34:3)	PC(34:3)	in vitro	410000	[M+H]+	34	3	pos	756.554	6.86	6.39	7.52	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (35:2)	PC(35:2)	in vitro	390000	[M+H]+	35	2	pos	772.5878	8.51	7.57	10.34	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (38:6)	PC(38:6)	in vitro	370000	[M+H]+	38	6	pos	806.57	6.84	6.47	7.32	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (36:5)	PC(36:5)	in vitro	330000	[M+H]+	36	5	pos	780.5541	6.79	6.07	7.19	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (35:1)	PC(35:1)	in vitro	290000	[M+H]+	35	1	pos	774.5998	9.49	9.05	9.87	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (37:4)	PC(37:4)	in vitro	250000	[M+H]+	37	4	pos	796.585	8.36	7.57	8.77	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (O-36:5)";"Lysophosphatidylcholine (36:5)	PC(O-36:5)/LPC(36:5)	in vitro	240000	[M+H]+	36	5	pos	766.5742	8.27	7.85	8.66	PC-O";" Lyso-PC	PC-O";;
"STARD2	START	[M+H]+: Phosphatidylcholine (O-34:1)	PC(O-34:1)	in vitro	240000	[M+H]+	34	1	pos	746.604	9.62	9.33	9.96	PC-O	PC-O";;;;
"STARD2	START	[M+H]+: Lysophosphatidylcholine (38:5)";"Phosphatidylcholine (O-38:5)	PC(O-38:5)/LPC(38:5)	in vitro	220000	[M+H]+	38	5	pos	794.605	9.31	9.01	9.92	PC-O";" Lyso-PC	PC-O";;
"STARD2	START	[M+H]+: Phosphatidylcholine (38:2)	PC(38:2)	in vitro	200000	[M+H]+	38	2	pos	814.6329	10.45	9.31	11.67	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (39:5)	PC(39:5)	in vitro	180000	[M+H]+	39	5	pos	822.6007	8.48	7.97	8.87	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (39:4)	PC(39:4)	in vitro	180000	[M+H]+	39	4	pos	824.6156	9.37	8.98	9.91	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (33:1)	PC(33:1)	in vitro	160000	[M+H]+	33	1	pos	746.5692	8.05	7.73	8.95	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (O-36:6)";"Lysophosphatidylcholine (36:6)	PC(O-36:6)/LPC(36:6)	in vitro	130000	[M+H]+	36	6	pos	764.5591	7.19	6.81	7.68	PC-O";" Lyso-PC	PC-O";;
"STARD2	START	[M+H]+: Phosphatidylcholine (O-37:6)	PC(O-37:6)	in vitro	130000	[M+H]+	37	6	pos	778.5737	7.67	6.9	8.44	PC-O	PC-O";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (O-34:3)	PC(O-34:3)	in vitro	120000	[M+H]+	34	3	pos	742.5743	8.37	8.06	8.83	PC-O	PC-O";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (O-38:7)	PC(O-38:7)	in vitro	120000	[M+H]+	38	7	pos	790.5743	7.96	7.64	8.27	PC-O	PC-O";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (O-35:5)	PC(O-35:5)	in vitro	110000	[M+H]+	35	5	pos	752.559	7.26	7.07	7.85	PC-O	PC-O";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (O-36:3)	PC(O-36:3)	in vitro	110000	[M+H]+	36	3	pos	770.604	9.59	9.35	10.01	PC-O	PC-O";;;;
"STARD2	START	[M+Na]+: Phosphatidylcholine (34:1)	PC(34:1)	in vitro	100000	[M+Na]+	34	1	pos	782.566	8.74	8.57	8.91	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (O-36:2)	PC(O-36:2)	in vitro	91000	[M+H]+	36	2	pos	772.622	9.78	9.47	10.27	PC-O	PC-O";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (O-34:4)";"Lysophosphatidylcholine (34:4)	PC(O-34:4)/LPC(34:4)	in vitro	90000	[M+H]+	34	4	pos	740.5587	7.32	6.75	7.81	PC-O";" Lyso-PC	PC-O";;
"STARD2	START	[M+Na]+: Phosphatidylcholine (38:5)	PC(38:5)	in vitro	87000	[M+Na]+	38	5	pos	830.5656	7.68	6.81	8.4	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (32:2)	PC(32:2)	in vitro	85000	[M+H]+	32	2	pos	730.5383	6.33	6.07	9.07	PC	PC";;;;
"STARD2	START	[M+H]+: Lysophosphatidylcholine (36:4)";"Phosphatidylcholine (O-36:4)	PC(O-36:4)/LPC(36:4)	in vitro	85000	[M+H]+	36	4	pos	768.5901	8.5	8.1	8.87	Lyso-PC";" PC-O	PC-O";;
"STARD2	START	[M+H]+: Phosphatidylcholine (40:8)	PC(40:8)	in vitro	84000	[M+H]+	40	8	pos	830.5695	6.62	6.29	6.93	PC	PC";;;;
"STARD2	START	[M+H]+: Lysophosphatidylcholine (38:5)";"Phosphatidylcholine (O-38:5)	PC(O-38:5)/LPC(38:5)	in vitro	78000	[M+H]+	38	5	pos	794.6049	8.61	8.35	8.85	PC-O";" Lyso-PC	PC-O";;
"STARD2	START	[M+H]+: Phosphatidylcholine (O-34:2)	PC(O-34:2)	in vitro	77000	[M+H]+	34	2	pos	744.5895	9.42	9.19	9.8	PC-O	PC-O";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (O-38:7)	PC(O-38:7)	in vitro	77000	[M+H]+	38	7	pos	790.5744	7.3	7.11	8.36	PC-O	PC-O";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (40:7)	PC(40:7)	in vitro	76000	[M+H]+	40	7	pos	832.5789	9.07	8.99	9.43	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (32:0)	PC(32:0)	in vitro	73000	[M+H]+	32	0	pos	734.569	8.52	8.27	8.77	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (42:8)	PC(42:8)	in vitro	66000	[M+H]+	42	8	pos	858.5996	7.64	7.16	8.03	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (37:5)	PC(37:5)	in vitro	66000	[M+H]+	37	5	pos	794.5695	7.13	6.86	7.97	PC	PC";;;;
"STARD2	START	[M+Na]+: Phosphatidylcholine (40:5)	PC(40:5)	in vitro	65000	[M+Na]+	40	5	pos	858.5968	9.17	9.05	9.77	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (O-37:7)	PC(O-37:7)	in vitro	62000	[M+H]+	37	7	pos	776.558	7.01	6.77	7.53	PC-O	PC-O";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (38:7)	PC(38:7)	in vitro	60000	[M+H]+	38	7	pos	804.554	6.29	5.87	7.4	PC	PC";;;;
"STARD2	START	[M+Na]+: Phosphatidylcholine (36:4)	PC(36:4)	in vitro	59000	[M+Na]+	36	4	pos	804.5502	7.64	7.45	7.93	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (O-32:1)	PC(O-32:1)	in vitro	57000	[M+H]+	32	1	pos	718.5742	8.34	7.93	8.77	PC-O	PC-O";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (39:6)	PC(39:6)	in vitro	57000	[M+H]+	39	6	pos	820.5841	8.06	7.19	8.4	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (O-33:3)	PC(O-33:3)	in vitro	54000	[M+H]+	33	3	pos	728.5578	7.59	7.2	8.18	PC-O	PC-O";;;;
"STARD2	START	[M+Na]+: Phosphatidylcholine (36:1)	PC(36:1)	in vitro	53000	[M+Na]+	36	1	pos	810.5989	10.19	9.96	10.52	PC	PC";;;;
"STARD2	START	[M+H]+: Lysophosphatidylcholine (34:5)";"Phosphatidylcholine (O-34:5)	PC(O-34:5)/LPC(34:5)	in vitro	52000	[M+H]+	34	5	pos	738.543	6.84	6.6	7.16	Lyso-PC";" PC-O	PC-O";;
"STARD2	START	[M+Na]+: Phosphatidylcholine (40:4)	PC(40:4)	in vitro	36000	[M+Na]+	40	4	pos	860.6141	10.09	9.87	10.4	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (O-32:3)	PC(O-32:3)	in vitro	30000	[M+H]+	32	3	pos	714.5431	6.97	6.6	7.44	PC-O	PC-O";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (34:4)	PC(34:4)	in vitro	29000	[M+H]+	34	4	pos	754.5381	6.3	5.68	6.64	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (35:4)	PC(35:4)	in vitro	28000	[M+H]+	35	4	pos	768.5537	6.94	6.47	7.32	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (O-38:8)	PC(O-38:8)	in vitro	28000	[M+H]+	38	8	pos	788.5587	6.9	6.69	7.23	PC-O	PC-O";;;;
"STARD2	START	[M+Na]+: Phosphatidylcholine (38:4)	PC(38:4)	in vitro	27000	[M+Na]+	38	4	pos	832.5811	8.64	8.15	8.81	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (40:6)	PC(40:6)	in vitro	26000	[M+H]+	40	6	pos	834.5976	9.65	9.43	9.84	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (42:10)	PC(42:10)	in vitro	22000	[M+H]+	42	10	pos	854.5691	6.38	6.2	7.23	PC	PC";;;;
"STARD2	START	[M+Na]+: Phosphatidylcholine (O-37:4)	PC(O-37:4)	in vitro	11000	[M+Na]+	37	4	pos	804.5899	8.46	8.22	8.73	PC-O	PC-O";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (36:2) => (18:1/18:1)	PC(36:2)	in vitro	27000000	[M+HCOO]-	36	2	neg	830.5914	9.04	8.81	9.53	PC	PC";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (34:1) =>(18:1/16:0)	PC(34:1)	in vitro	680000	[M+HCOO]-	34	1	neg	804.5759	8.83	8.58	9.25	PC	PC";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (38:5) =>(22:5/16:0)	PC(38:5)	in vitro	510000	[M+HCOO]-	38	5	neg	852.5754	7.85	7.56	8.56	PC	PC";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (38:4) =>(20:4/18:0)	PC(38:4)	in vitro	420000	[M+HCOO]-	38	4	neg	854.5894	9.18	8.92	9.6	PC	PC";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (34:2) =>(18:2/16:0)	PC(34:2)	in vitro	400000	[M+HCOO]-	34	2	neg	802.5601	7.81	7.47	8.35	PC	PC";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (36:4) =>(20:4/16:0)	PC(36:4)	in vitro	330000	[M+HCOO]-	36	4	neg	826.5603	7.73	7.47	8.12	PC	PC";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (36:1) =>(18:1/18:0)	PC(36:1)	in vitro	310000	[M+HCOO]-	36	1	neg	832.6084	10.31	10.08	10.77	PC	PC";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (36:3) =>(18:2/18:1)	PC(36:3)	in vitro	300000	[M+HCOO]-	36	3	neg	828.5766	8.16	7.51	8.84	PC	PC";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (40:5) =>(22:5/18:0)	PC(40:5)	in vitro	280000	[M+HCOO]-	40	5	neg	880.6059	9.29	9.03	9.66	PC	PC";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (38:3) => (20:3/18:0)	PC(38:3)	in vitro	220000	[M+HCOO]-	38	3	neg	856.6071	9.71	9.2	10.26	PC	PC";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (38:4) => (22:4/16:0)	PC(38:4)	in vitro	210000	[M+HCOO]-	38	4	neg	854.5917	8.79	8.2	9.53	PC	PC";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (38:6) => (16:0/22:6)	PC(38:6)	in vitro	150000	[M+HCOO]-	38	6	neg	850.5605	7.46	7.21	7.79	PC	PC";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (40:6) => (18:0/22:6)	PC(40:6)	in vitro	98000	[M+HCOO]-	40	6	neg	878.5916	8.79	7.22	9.38	PC	PC";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (32:1) => (16:1/16:0)	PC(32:1)	in vitro	94000	[M+HCOO]-	32	1	neg	776.5445	7.47	7.19	8.23	PC	PC";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (40:6) => (22:5/18:1)	PC(40:6)	in vitro	88000	[M+HCOO]-	40	6	neg	878.59	8.51	7.45	9.4	PC	PC";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (36:4) => (18:2/18:2)	PC(36:4)	in vitro	84000	[M+HCOO]-	36	4	neg	826.5611	7.11	6.56	8.34	PC	PC";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (40:7) => (18:1/22:6)	PC(40:7)	in vitro	56000	[M+HCOO]-	40	7	neg	876.5751	7.62	6.86	8.08	PC	PC";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (38:6) => (20:4/18:2)	PC(38:6)	in vitro	51000	[M+HCOO]-	38	6	neg	850.5596	7	6.51	7.71	PC	PC";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (40:5) => (22:5/18:0)	PC(40:5)	in vitro	49000	[M+HCOO]-	40	5	neg	880.6078	9.71	8.97	10.14	PC	PC";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (36:5) => (20:4/16:1)	PC(36:5)	in vitro	44000	[M+HCOO]-	36	5	neg	824.5435	6.89	6.15	7.29	PC	PC";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (35:2) => (18:2/17:0)	PC(35:2)	in vitro	39000	[M+HCOO]-	35	2	neg	816.5747	8.52	8.08	8.89	PC	PC";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (35:1) => (18:1/17:0)	PC(35:1)	in vitro	30000	[M+HCOO]-	35	1	neg	818.5915	9.58	9.16	10.09	PC	PC";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (37:4) => (20:4/17:0)	PC(37:4)	in vitro	29000	[M+HCOO]-	37	4	neg	840.5759	8.43	7.7	8.79	PC	PC";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (39:5) => (22:5/17:0)	PC(39:5)	in vitro	19000	[M+HCOO]-	39	5	neg	866.5917	8.55	8.11	8.89	PC	PC";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (39:4) => (22:4/17:0)	PC(39:4)	in vitro	18000	[M+HCOO]-	39	4	neg	868.6065	9.13	7.8	10.05	PC	PC";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (33:1) => (17:1/16:0)	PC(33:1)	in vitro	17000	[M+HCOO]-	33	1	neg	790.5607	8.12	7.9	8.52	PC	PC";;;;
"STARD10	START	[M+H]+: Phosphatidylethanolamine (36:2) => (18:1/18:1)	PE(36:2)	in vitro	64000000	[M+H]+	36	2	pos	744.5533	9.15	8.87	9.61	PE	PE";;;;
"STARD10	START	[M+H]+: Phosphatidylethanolamine (34:2) => (16:1/18:1)	PE(34:2)	in vitro	53000000	[M+H]+	34	2	pos	716.5222	7.83	7.54	8.16	PE	PE";;;;
"STARD10	START	[M+NH4]+: Phosphatidylglycerol (36:2) => (18:1/18:1)	PG(36:2)	in vitro	21000000	[M+NH4]+	36	2	pos	792.5747	7.67	7.38	8.06	PG	PG";;;;
"STARD10	START	[M+H]+: Phosphatidylethanolamine (32:2) => (16:1/16:1)	PE(32:2)	in vitro	17000000	[M+H]+	32	2	pos	688.4912	6.59	6.27	6.89	PE	PE";;;;
"STARD10	START	[M+H]+: Phosphatidylcholine (36:2)	PC(36:2)	in vitro	16000000	[M+H]+	36	2	pos	786.6003	8.91	8.66	9.4	PC	PC";;;;
"STARD10	START	[M+H]+: Phosphatidylethanolamine (32:1) => (16:1/16:0)	PE(32:1)	in vitro	15000000	[M+H]+	32	1	pos	690.5063	7.7	7.42	8.01	PE	PE";;;;
"STARD10	START	[M+H]+: Phosphatidylethanolamine (34:1) => (16:0/18:1)	PE(34:1)	in vitro	14000000	[M+H]+	34	1	pos	718.5377	8.98	8.48	9.33	PE	PE";;;;
"STARD10	START	[M+NH4]+: Phosphatidylglycerol (34:2) => (16:1/18:1)	PG(34:2)	in vitro	10000000	[M+NH4]+	34	2	pos	764.5432	6.52	6.14	6.81	PG	PG";;;;
"STARD10	START	[M+H]+: Phosphatidylethanolamine (35:2) => (18:1/17:1)	PE(35:2)	in vitro	5300000	[M+H]+	35	2	pos	730.5392	8.58	7.58	9.03	PE	PE";;;;
"STARD10	START	[M+NH4]+: Phosphatidylglycerol (34:1) =>(16:0/18:1)	PG(34:1)	in vitro	4600000	[M+NH4]+	34	1	pos	766.5594	7.54	7.21	7.8	PG	PG";;;;
"STARD10	START	[M+NH4]+: Phosphatidylglycerol (32:1) => (16:1/16:0)	PG(32:1)	in vitro	2600000	[M+NH4]+	32	1	pos	738.5272	6.48	6.03	10.88	PG	PG";;;;
"STARD10	START	[M+H]+: Phosphatidylglycerol (36:2) => (18:1/18:1)	PG(36:2)	in vitro	2500000	[M+H]+	36	2	pos	775.5476	7.68	7.34	8.01	PG	PG";;;;
